id,link,title,summary,description,strategy,activity_type,reward_value,start_date,end_date,dimensions
814930,https://limemates.limeade.com/one/Fake?cid=814930,Allocate Me Time,"Allocating 'me time' is crucial for mental well-being. Research from the University of Michigan suggests that spending time alone, engaging in reflective activities, can lead to increased emotional regulation, self-discovery, and better stress management. Allocate an hour of uninterrupted 'me time' every day for a week.","Allocating 'me time' is crucial for mental well-being. Research from the University of Michigan suggests that spending time alone, engaging in reflective activities, can lead to increased emotional regulation, self-discovery, and better stress management.",Allocate an hour of uninterrupted 'me time' every day for a week.,allocate me time,100,7/12/23,3/26/24,work-life balance
721489,https://limemates.limeade.com/one/Fake?cid=721489,Practice Mindfulness,"Mindfulness practices, like meditation, have been shown to have numerous benefits. According to the American Psychological Association, regular mindfulness practices can lead to reduced stress, improved focus, and better emotional well-being. Practice 10 minutes of mindfulness or meditation daily.","Mindfulness practices, like meditation, have been shown to have numerous benefits. According to the American Psychological Association, regular mindfulness practices can lead to reduced stress, improved focus, and better emotional well-being.",Practice 10 minutes of mindfulness or meditation daily.,practice mindfulness,10,7/12/23,3/26/24,work-life balance
120676,https://limemates.limeade.com/one/Fake?cid=120676,Stay Physically Active,"Physical activity is not just good for the body but also for the mind. The Mayo Clinic suggests that regular physical activity can boost mood, combat anxiety and depression, and improve sleep patterns. Engage in a physical activity for at least 30 minutes every day.","Physical activity is not just good for the body but also for the mind. The Mayo Clinic suggests that regular physical activity can boost mood, combat anxiety and depression, and improve sleep patterns. By staying active, you ensure that you're at your best, both at work and in personal life.",Engage in a physical activity for at least 30 minutes every day.,stay physically active,25,7/12/23,3/26/24,work-life balance
148550,https://limemates.limeade.com/one/Fake?cid=148550,Mindful Meditation Sessions,"Meditation has been proven to reduce stress and anxiety.  Taking just 10 minutes a day to meditate can greatly improve your mental health and well-being. To complete this challenge, practice 10 minutes of meditation daily.",Meditation has been proven to reduce stress and anxiety. Taking just 10 minutes a day to meditate can greatly improve your mental health and well-being.,"To complete this challenge, practice 10 minutes of meditation daily.",practice meditation,10,7/12/23,3/26/24,managing stress and anxiety
862337,https://limemates.limeade.com/one/Fake?cid=862337,Deep Breathing Exercises,"Deep breathing exercises can activate the body's relaxation response, helping to reduce stress and anxiety.. To complete this, watch the instructional video and practice the exercises.","Deep breathing exercises can activate the body's relaxation response, helping to reduce stress and anxiety.","To complete this, watch the instructional video and practice the exercises.",watch the video and practice,25,7/12/23,3/26/24,managing stress and anxiety
613087,https://limemates.limeade.com/one/Fake?cid=613087,Physical Activity Breaks,"Engaging in regular physical activity can be one of the most effective ways to manage stress.  According to the Anxiety and Depression Association of America, physical activity produces endorphins—chemicals in the brain that act as natural painkillers—and also improves the ability to sleep, which in turn reduces stress. To complete this challenge, take 10-minute physical activity breaks every 2 hours of work.","Engaging in regular physical activity can be one of the most effective ways to manage stress. According to the Anxiety and Depression Association of America, physical activity produces endorphins—chemicals in the brain that act as natural painkillers—and also improves the ability to sleep, which in turn reduces stress. Moreover, taking short breaks during work hours can prevent burnout and improve overall productivity.","To complete this challenge, take 10-minute physical activity breaks every 2 hours of work.",physical activity,10,7/12/23,3/26/24,managing stress and anxiety
304102,https://limemates.limeade.com/one/Fake?cid=304102,Limit Caffeine Intake,"Caffeine is a stimulant found in coffee, tea, and many sodas.  While it can boost alertness, excessive caffeine can increase feelings of anxiety, especially in sensitive individuals. To complete this challenge, reduce your caffeine intake for a week.","Caffeine is a stimulant found in coffee, tea, and many sodas. While it can boost alertness, excessive caffeine can increase feelings of anxiety, especially in sensitive individuals. Research published in the Journal of Clinical Psychology indicates that high doses can cause or exacerbate anxiety disorders. Moderating caffeine intake can lead to better sleep patterns and decreased anxiety levels.","To complete this challenge, reduce your caffeine intake for a week.",nutrition tracking,25,7/12/23,3/26/24,managing stress and anxiety
876956,https://limemates.limeade.com/one/Fake?cid=876956,Digital Detox,"In today's digital age, we are constantly bombarded with information from our phones, computers, and TVs.  A study from the University of Pennsylvania published in the Journal of Social and Clinical Psychology found that limiting social media use to approximately 30 minutes per day resulted in significant reductions in depression and loneliness. To complete this challenge, spend an entire day without any digital devices.","In today's digital age, we are constantly bombarded with information from our phones, computers, and TVs. A study from the University of Pennsylvania published in the Journal of Social and Clinical Psychology found that limiting social media use to approximately 30 minutes per day resulted in significant reductions in depression and loneliness. A digital detox, even if it's just for a day, can provide a refreshing mental break and help reduce feelings of anxiety and stress.","To complete this challenge, spend an entire day without any digital devices.",self-monitoring,100,7/12/23,3/26/24,managing stress and anxiety
737200,https://limemates.limeade.com/one/Fake?cid=737200,Discovering Your Work Passion,"Understanding what elements of your work truly engage and energize you can lead to a more fulfilling career.. To complete this challenge, journal about what aspects of your job energize you.",Understanding what elements of your work truly engage and energize you can lead to a more fulfilling career.,"To complete this challenge, journal about what aspects of your job energize you.",journaling,50,7/12/23,3/26/24,work meaning
832796,https://limemates.limeade.com/one/Fake?cid=832796,Feedback & Growth,"Receiving and giving feedback helps in personal growth and makes one's work more meaningful.. To complete this, watch the video on constructive feedback and apply it in your job.",Receiving and giving feedback helps in personal growth and makes one's work more meaningful.,"To complete this, watch the video on constructive feedback and apply it in your job.",watch the video and apply,50,7/12/23,3/26/24,work meaning
490097,https://limemates.limeade.com/one/Fake?cid=490097,Collaborate with a Colleague,"Collaboration is more than just working together; it's about creating synergies where the collective output is greater than the sum of individual contributions.  Collaborative environments foster creativity, inclusiveness, and diverse perspectives. To complete this, collaborate on a project or task with a colleague.","Collaboration is more than just working together; it's about creating synergies where the collective output is greater than the sum of individual contributions. Collaborative environments foster creativity, inclusiveness, and diverse perspectives. A study from the Institute for Corporate Productivity found that companies that promoted collaborative working were five times as likely to be high-performing.","To complete this, collaborate on a project or task with a colleague.",collaboration,100,7/12/23,3/26/24,work meaning
131432,https://limemates.limeade.com/one/Fake?cid=131432,Set Clear Goals,"Clear goal setting is pivotal in driving motivation and ensuring productivity.  According to a paper published in the American Journal of Lifestyle Medicine, setting clear and challenging goals led to higher performance 90% of the time. To complete this challenge, set and write down clear weekly goals for your work.","Clear goal setting is pivotal in driving motivation and ensuring productivity. According to a paper published in the American Journal of Lifestyle Medicine, setting clear and challenging goals led to higher performance 90% of the time. Moreover, clear goals provide a roadmap, ensuring that you're working purposefully towards meaningful outcomes, enhancing the intrinsic value of work.","To complete this challenge, set and write down clear weekly goals for your work.",goal setting,100,7/12/23,3/26/24,work meaning
107194,https://limemates.limeade.com/one/Fake?cid=107194,Gratitude Journaling,"Focusing on positive aspects of life and expressing gratitude has been linked to increased happiness and life satisfaction.. To complete this challenge, write down three things you're grateful for every day.",Focusing on positive aspects of life and expressing gratitude has been linked to increased happiness and life satisfaction.,"To complete this challenge, write down three things you're grateful for every day.",journaling,50,7/12/23,3/26/24,positive living
403495,https://limemates.limeade.com/one/Fake?cid=403495,Positive Affirmations,"Positive affirmations can rewire our brain to think positively and boost self-esteem.. To complete this, watch the video on positive affirmations and practice them daily.",Positive affirmations can rewire our brain to think positively and boost self-esteem.,"To complete this, watch the video on positive affirmations and practice them daily.",watch the video and practice,50,7/12/23,3/26/24,positive living
657462,https://limemates.limeade.com/one/Fake?cid=657462,Read a Uplifting Book,"Books have the profound ability to transport us to different worlds and offer new perspectives.  Reading uplifting literature, in particular, can have tangible effects on our mood and well-being. To complete this challenge, read an uplifting book over the course of a month.","Books have the profound ability to transport us to different worlds and offer new perspectives. Reading uplifting literature, in particular, can have tangible effects on our mood and well-being. A study by the University of Liverpool found that reading can reduce feelings of loneliness, enhance relaxation, and assist with mental well-being overall.","To complete this challenge, read an uplifting book over the course of a month.",reading,25,7/12/23,3/26/24,positive living
684107,https://limemates.limeade.com/one/Fake?cid=684107,Random Acts of Kindness,"Acts of kindness, whether big or small, not only benefit the receiver but also the giver.  A study published in the journal Emotion found that performing acts of kindness for seven days increased well-being and positive social emotions. To complete this challenge, perform at least one random act of kindness every week.","Acts of kindness, whether big or small, not only benefit the receiver but also the giver. A study published in the journal Emotion found that performing acts of kindness for seven days increased well-being and positive social emotions. These acts release serotonin, a neurotransmitter responsible for feelings of satisfaction and happiness. Engaging in acts of kindness can create a ripple effect, fostering positive community vibes.","To complete this challenge, perform at least one random act of kindness every week.",kindness,10,7/12/23,3/26/24,positive living
466933,https://limemates.limeade.com/one/Fake?cid=466933,Spend Time in Nature,"Nature has a unique calming effect on the human psyche.  According to a study published in the Proceedings of the National Academy of Sciences, 90-minute walks in natural environments decrease activity in the region of the brain associated with depression. To complete this challenge, spend at least 30 minutes in nature every week.","Nature has a unique calming effect on the human psyche. According to a study published in the Proceedings of the National Academy of Sciences, 90-minute walks in natural environments decrease activity in the region of the brain associated with depression. This aligns with the Japanese practice of 'Shinrin-yoku' or 'forest bathing', which emphasizes spending time in nature to improve mental well-being. Immersing oneself in nature can lead to decreased levels of stress and increased feelings of contentment.","To complete this challenge, spend at least 30 minutes in nature every week.",nature walk,10,7/12/23,3/26/24,positive living
